time,pfc_flux,temperature,desorption_rate
0.0,1.9888475475812e-12,300.0,1.252973954976156e+17
0.10000000000002274,2.1541939671925e-12,300.8000000000002,1.3571421993312749e+17
0.20999999999997954,2.3509658248128e-12,301.67999999999984,1.481108469632064e+17
0.3310000000000173,2.5863302304993e-12,302.64800000000014,1.629388045214559e+17
0.46409999999997353,2.8699036619284e-12,303.7127999999998,1.8080393070148918e+17
0.6105099999999766,3.2142452358879e-12,304.8840799999998,2.0249744986093773e+17
0.7715610000000197,3.6358684093894e-12,306.17248800000016,2.290597097915322e+17
0.9487171000000103,4.1566548566719e-12,307.5897368000001,2.6186925597032973e+17
1.143588809999983,4.8058102419581e-12,309.14871047999986,3.027660452433603e+17
1.3579476909999926,5.622559419736399e-12,310.86358152799994,3.5422124344339315e+17
1.5937424600999748,6.659823919339499e-12,312.7499396807998,4.195689069183885e+17
1.8531167061099723,7.989140333369e-12,314.8249336488798,5.0331584100224704e+17
2.138428376720981,9.7069974756444e-12,317.10742701376785,6.115408409655972e+17
2.452271214393079,1.1942453895197e-11,319.61816971514463,7.52374595397411e+17
2.7974983358324153,1.4865097944451e-11,322.3799866866593,9.365011705004129e+17
3.177248169415691,1.869079999171e-11,325.4179853553255,1.17752039947773e+18
3.59497298635722,2.3680133405959e-11,328.75978389085776,1.491848404575417e+18
4.054470284992874,3.0121604871293e-11,332.435762279943,1.897661106891459e+18
4.559917313492178,3.8291691939541e-11,336.4793385079374,2.412376592191083e+18
5.065364341991483,4.7430797727022e-11,340.52291473593186,2.9881402568023864e+18
5.570811370490787,5.7293944453227e-11,344.5664909639263,3.609518500553301e+18
6.076258398990092,6.7599380468846e-11,348.61006719192073,4.2587609695372984e+18
6.581705427489396,7.806215327871901e-11,352.65364341991517,4.917915656559298e+18
7.087152455988701,8.8415999270024e-11,356.6972196479096,5.570207954011512e+18
7.592599484488005,9.8422635409612e-11,360.74079587590404,6.200626030805556e+18
8.09804651298731,1.0787180452993e-10,364.7843721038985,6.79592368538559e+18
8.603493541486614,1.1657665668979e-10,368.8279483318929,7.34432937145677e+18
9.108940569985919,1.2436837368883002e-10,372.87152455988735,7.835207542396291e+18
9.614387598485223,1.3109253961244e-10,376.9151007878818,8.25882999558372e+18
9.86711111273479,1.3398134476128e-10,378.9368889018783,8.440824719960641e+18
10.119834626984016,1.3653381537783e-10,380.9586770158721,8.60163036880329e+18
10.37255814123398,1.3874961100112e-10,382.98046512987185,8.74122549307056e+18
10.625281655484002,1.4062267045948002e-10,385.002253243872,8.859228238947241e+18
10.878005169733001,1.4214196974881e-10,387.024041357864,8.954944094175031e+18
11.130728683983023,1.432961183756e-10,389.0458294718642,9.0276554576628e+18
11.383452198232987,1.4407563563033e-10,391.0676175858639,9.07676504471079e+18
11.636175712481986,1.4447371579233002e-10,393.0894056998559,9.101844094916791e+18
11.888899226732008,1.4448643841774002e-10,395.11119381385606,9.102645620317621e+18
12.141622740981973,1.4411280970129002e-10,397.1329819278558,9.079107011181272e+18
12.394346255230971,1.4335477697505002e-10,399.15477004184777,9.031350949428151e+18
12.647069769480993,1.4221728082772002e-10,401.17655815584794,8.959688692146361e+18
12.899793283731015,1.4070834610883002e-10,403.1983462698481,8.864625804856291e+18
13.152516797980013,1.388391619067e-10,405.2201343838401,8.746867200122101e+18
13.405240312229978,1.3662409757378e-10,407.2419224978398,8.607318147148141e+18
13.65796382648,1.3408063927305002e-10,409.26371061184,8.447080274202152e+18
13.910687340728998,1.3122926861869e-10,411.285498725832,8.26744392297747e+18
14.16341085497902,1.280933155619e-10,413.30728683983216,8.0698788803997e+18
14.416134369228018,1.2469880665209e-10,415.32907495382415,7.85602481908167e+18
14.668857883477983,1.2107431453658002e-10,417.35086306782387,7.627681815804541e+18
14.921581397728005,1.1725080490887e-10,419.37265118182404,7.38680070925881e+18
15.174304911977003,1.1326147289485999e-10,421.394439295816,7.13547279237618e+18
15.427028426227025,1.0914155879307002e-10,423.4162274098162,6.875918203963411e+18
15.67975194047699,1.0492813114743e-10,425.4380155238159,6.61047226228809e+18
15.932475454725989,1.0065982236191e-10,427.4598036378079,6.341568808800331e+18
16.18519896897601,9.6376497634796e-11,429.4815917518081,6.071719350992148e+18
16.437922483225975,9.2118831910103e-11,431.5033798658078,5.803486410336489e+18
16.690645997474974,8.7927763924601e-11,433.5251679797998,5.539449127249864e+18
16.943369511724995,8.384379559277401e-11,435.54695609379996,5.282159122344762e+18
17.196093025975017,7.990611414358901e-11,437.56874420780014,5.034085191046107e+18
17.448816540224016,7.6151537777975e-11,439.5905323217921,4.797546880012425e+18
17.70154005447398,7.2613324158152e-11,441.61232043579184,4.574639421963576e+18
17.954263568724002,6.9319930312305e-11,443.634108549792,4.367155609675215e+18
18.206987082973,6.6293860860422e-11,445.655896663784,4.1765132342065864e+18
18.459710597223022,6.3550770804887e-11,447.6776847777842,4.0036985607078815e+18
18.71243411147202,6.10989808672e-11,449.69947289177617,3.8492357946336005e+18
18.965157625721986,5.8939508500553e-11,451.7212610057759,3.713189035534839e+18
19.217881139972008,5.706662604382e-11,453.74304911977606,3.59519744076066e+18
19.470604654221006,5.5468857312439e-11,455.76483723376805,3.494538010683657e+18
19.748600519896,5.4009729381598e-11,457.988804159168,3.402612951040674e+18
20.054395972138025,5.2735036670698e-11,460.4351677771042,3.322307310253974e+18
20.390770969603977,5.1688274890885e-11,463.1261677568318,3.256361318125755e+18
20.760783466816974,5.0907761106160006e-11,466.0862677345358,3.2071889496880804e+18
21.167797213750987,5.042275598147e-11,469.3423777100079,3.17663362683261e+18
21.61551233537898,5.0248376848463e-11,472.92409868303184,3.165647741453169e+18
22.107998969170012,5.0379012316021e-11,476.8639917533601,3.1738777759093233e+18
22.64973426633901,5.077993910041501e-11,481.1978741307121,3.1991361633261455e+18
23.245643093225,5.1378196853109e-11,485.9651447458,3.2368264017458673e+18
23.901142802799995,5.2056524148076e-11,491.20914242239996,3.279561021328788e+18
24.62219248333298,5.2654879108563e-11,496.97753986666385,3.317257383839469e+18
25.41534713191902,5.2974454594845e-11,503.32277705535216,3.3373906394752353e+18
26.287817245362987,5.2761642611061e-11,510.3025379629039,3.3239834844968433e+18
27.247534370151982,5.1669296764242e-11,517.9802749612159,3.255165696147246e+18
28.303223207419023,4.9281936147216e-11,526.4257856593522,3.104761977274608e+18
29.46448092841399,4.5323310393995e-11,535.7158474273119,2.855368554821685e+18
30.74186442150699,3.9997654803763e-11,545.9349153720559,2.5198522526370693e+18
32.01924791460101,3.464506685392e-11,556.1539833168081,2.18263921179696e+18
33.29663140769503,2.9961819198132e-11,566.3730512615602,1.8875946094823163e+18
34.574014900788995,2.5983402146075e-11,576.592119206312,1.636954335202725e+18
35.85139839388302,2.2452939491395e-11,586.8111871510641,1.414535187957885e+18
37.12878188697698,1.9170124234392e-11,597.0302550958158,1.207717826766696e+18
38.40616538006998,1.6061646284017e-11,607.2493230405598,1.0118837158930711e+18
39.81128722247399,1.2889393397859e-11,618.490297779792,8.12031784065117e+17
41.35692124911702,9.896009753675898e-12,630.8553699929362,6.234486144815816e+17
43.05711867842501,7.3850330138038e-12,644.4569494274001,4.6525707986963936e+17
44.92733585066401,5.4730926058921e-12,659.4186868053121,3.448048341712023e+17
46.98457474012599,4.0526901755149e-12,675.8765979210079,2.5531948105743872e+17
49.24753751853501,2.9793131628255e-12,693.9803001482801,1.876967292580065e+17
51.73679657478499,2.1641436443175e-12,713.8943725982799,1.363410495920025e+17
54.474981536659016,1.5518279398993e-12,735.7998522932721,9.77651602136559e+16
57.48698499472198,1.0990625526746998e-12,759.8958799577758,6.924094081850609e+16
60.80018879859,7.6977154265514e-13,786.40151038872,4.8495607187273816e+16
62.5,6.7404626940253e-13,800.0,4.246491497235939e+16
