time,pfc_flux,temperature,desorption_rate
0.0,4.1197050006929e-14,300.0,2595414150436527.0
0.10000000000002274,4.5238981306344e-14,300.8000000000002,2850055822299672.0
0.20999999999997954,5.026002680607e-14,301.67999999999984,3166381688782410.0
0.3310000000000173,5.6431210632282e-14,302.64800000000014,3555166269833766.0
0.46409999999997353,6.4040489811147e-14,303.7127999999998,4034550858102261.0
0.6105099999999766,7.3514185939189e-14,304.8840799999998,4631393714168907.0
0.7715610000000197,8.5442606420716e-14,306.17248800000016,5382884204505108.0
0.9487171000000103,1.0064258187139e-13,307.5897368000001,6340482657897570.0
1.143588809999983,1.2025927964341e-13,309.14871047999986,7576334617534830.0
1.3579476909999926,1.4592049582056e-13,310.86358152799994,9192991236695280.0
1.5937424600999748,1.7997140574578e-13,312.7499396807998,1.133819856198414e+16
1.8531167061099723,2.2583594944083003e-13,314.8249336488798,1.4227664814772292e+16
2.138428376720981,2.885785460739e-13,317.10742701376785,1.81804484026557e+16
2.452271214393079,3.7578418562058e-13,319.61816971514463,2.367440369409654e+16
2.7974983358324153,4.9894726029033e-13,322.3799866866593,3.143367739829079e+16
3.177248169415691,6.7567948034964e-13,325.4179853553255,4.256780726202732e+16
3.59497298635722,9.3325029260314e-13,328.75978389085776,5.879476843399782e+16
4.054470284992874,1.3143089255843e-12,332.435762279943,8.28014623118109e+16
4.559917313492178,1.8860967005652e-12,336.4793385079374,1.1882409213560762e+17
5.115909044841487,2.7546603506149e-12,340.9272723587319,1.735436020887387e+17
5.7274999493255905,4.0840374967546e-12,345.8199995946047,2.572943622955398e+17
6.400249944258178,6.114006047478499e-12,351.2019995540654,3.851823809911455e+17
7.140274938684001,9.1575486314912e-12,357.122199509472,5.769255637839456e+17
7.954302432552424,1.3556086965925e-11,363.6344194604194,8.54033478853275e+17
8.76832992642079,1.9015008058204e-11,370.1466394113663,1.197945507666852e+18
9.582357420289213,2.5413901295554e-11,376.6588593623137,1.601075781619902e+18
10.396384914157977,3.2541511779593e-11,383.1710793132638,2.050115242114359e+18
11.210412408026002,4.0068927288163e-11,389.683299264208,2.524342419154269e+18
12.024439901894027,4.774235785027001e-11,396.1955192151522,3.0077685445670103e+18
12.838467395763018,5.5549912165149e-11,402.70773916610415,3.499644466404387e+18
13.652494889630987,6.3554777979288e-11,409.2199591170479,4.003951012695144e+18
14.466522383499978,7.1702601693582e-11,415.7321790679998,4.517263906695666e+18
